,n,p,TP,FP,product,adj_R2
5853,0.5700000000000001,0.96,4.81,22.08,-1.1,0.71
5854,0.5700000000000001,0.97,4.72,22.0,-1.08,0.71
5855,0.5700000000000001,0.98,4.63,21.92,-1.07,0.7
5856,0.5700000000000001,0.99,4.55,21.85,-1.05,0.7
5857,0.5700000000000001,1.0,4.47,21.78,-1.04,0.7
5858,0.58,0.0,0.0,7.96,0.0,0.54
5859,0.58,0.01,203.0,1.33,-0.0,0.99
5860,0.58,0.02,103.99,1.42,-0.0,0.99
5861,0.58,0.03,70.74,1.51,-0.0,0.99
5862,0.58,0.04,53.97,1.61,-0.0,0.98
5863,0.58,0.05,43.82,1.7,-0.0,0.98
5864,0.58,0.06,36.99,1.8,-0.0,0.98
5865,0.58,0.07,32.08,1.89,-0.0,0.98
5866,0.58,0.08,28.38,1.99,-0.0,0.97
5867,0.58,0.09,25.48,2.09,-0.0,0.97
5868,0.58,0.1,23.15,2.19,-0.0,0.97
5869,0.58,0.11,21.24,2.3,-0.0,0.97
5870,0.58,0.12,19.65,2.41,-0.0,0.96
5871,0.58,0.13,18.3,2.52,-0.0,0.96
5872,0.58,0.14,17.15,2.63,-0.0,0.96
5873,0.58,0.15,16.15,2.75,-0.0,0.96
5874,0.58,0.16,15.29,2.87,-0.0,0.96
5875,0.58,0.17,14.53,2.99,-0.0,0.96
5876,0.58,0.18,13.86,3.13,-0.0,0.95
5877,0.58,0.19,13.28,3.27,-0.0,0.95
5878,0.58,0.2,12.76,3.42,-0.0,0.95
5879,0.58,0.21,12.31,3.59,-0.0,0.95
5880,0.58,0.22,11.92,3.77,-0.0,0.95
5881,0.58,0.23,11.59,3.96,-0.0,0.94
5882,0.58,0.24,11.32,4.19,-0.0,0.94
5883,0.58,0.25,11.11,4.44,-0.0,0.94
5884,0.58,0.26,10.99,4.75,-0.0,0.94
5885,0.58,0.27,10.98,5.12,-0.0,0.93
5886,0.58,0.28,11.18,5.6,-0.0,0.93
5887,0.58,0.29,11.91,6.28,-0.0,0.92
5888,0.58,0.3,17.41,6.65,-0.0,0.92
5889,0.58,0.31,107.8,-44.84,-0.0,0.99
5890,0.58,0.32,109.68,-47.23,-0.0,1.0
5891,0.58,0.33,110.54,-49.15,-0.0,1.0
5892,0.58,0.34,110.34,-50.47,-0.0,1.0
5893,0.58,0.35000000000000003,109.43,-51.25,-0.0,1.0
5894,0.58,0.36,107.98,-51.51,-0.0,1.0
5895,0.58,0.37,102.95,-49.47,-0.0,1.0
5896,0.58,0.38,71.82,-31.32,0.0,1.0
5897,0.58,0.39,13.98,4.55,0.0,1.0
5898,0.58,0.4,-2.68,15.77,0.01,1.0
5899,0.58,0.41000000000000003,-4.61,17.7,0.01,1.0
5900,0.58,0.42,-4.9,18.44,0.01,1.0
5901,0.58,0.43,-4.98,18.82,0.02,1.0
5902,0.58,0.44,-4.97,18.66,0.04,0.98
5903,0.58,0.45,-5.02,17.13,0.14,0.95
5904,0.58,0.46,-6.69,8.52,0.76,0.8
5905,0.58,0.47000000000000003,4.31,46.12,-2.25,0.4
5906,0.58,0.48,1.73,31.13,-1.23,0.52
5907,0.58,0.49,2.54,29.0,-1.2,0.74
5908,0.58,0.5,3.79,28.55,-1.31,0.85
5909,0.58,0.51,5.04,28.58,-1.44,0.91
5910,0.58,0.52,6.15,28.73,-1.57,0.94
5911,0.58,0.53,7.05,28.85,-1.67,0.96
5912,0.58,0.54,7.75,28.92,-1.75,0.97
5913,0.58,0.55,8.28,28.91,-1.81,0.98
5914,0.58,0.56,8.67,28.84,-1.85,0.98
5915,0.58,0.5700000000000001,8.93,28.72,-1.88,0.98
5916,0.58,0.58,9.11,28.56,-1.89,0.97
5917,0.58,0.59,9.2,28.38,-1.9,0.97
5918,0.58,0.6,9.24,28.17,-1.89,0.96
5919,0.58,0.61,9.23,27.94,-1.88,0.95
5920,0.58,0.62,9.18,27.7,-1.87,0.94
5921,0.58,0.63,9.11,27.46,-1.85,0.94
5922,0.58,0.64,9.01,27.21,-1.83,0.93
5923,0.58,0.65,8.89,26.96,-1.81,0.92
5924,0.58,0.66,8.76,26.71,-1.78,0.91
5925,0.58,0.67,8.61,26.46,-1.75,0.9
5926,0.58,0.68,8.46,26.22,-1.73,0.89
5927,0.58,0.6900000000000001,8.31,25.98,-1.7,0.88
5928,0.58,0.7000000000000001,8.15,25.74,-1.67,0.87
5929,0.58,0.71,7.99,25.51,-1.64,0.86
5930,0.58,0.72,7.83,25.29,-1.61,0.85
5931,0.58,0.73,7.67,25.07,-1.59,0.85
5932,0.58,0.74,7.51,24.86,-1.56,0.84
5933,0.58,0.75,7.36,24.66,-1.53,0.83
5934,0.58,0.76,7.2,24.46,-1.5,0.82
5935,0.58,0.77,7.05,24.27,-1.48,0.81
5936,0.58,0.78,6.9,24.09,-1.45,0.81
5937,0.58,0.79,6.75,23.91,-1.43,0.8
5938,0.58,0.8,6.61,23.74,-1.4,0.79
5939,0.58,0.81,6.47,23.57,-1.38,0.78
5940,0.58,0.8200000000000001,6.34,23.42,-1.35,0.78
5941,0.58,0.8300000000000001,6.2,23.27,-1.33,0.77
5942,0.58,0.84,6.08,23.12,-1.31,0.76
5943,0.58,0.85,5.95,22.98,-1.28,0.76
5944,0.58,0.86,5.83,22.85,-1.26,0.75
5945,0.58,0.87,5.71,22.72,-1.24,0.75
5946,0.58,0.88,5.6,22.6,-1.22,0.74
5947,0.58,0.89,5.49,22.48,-1.2,0.74
5948,0.58,0.9,5.38,22.37,-1.18,0.73
5949,0.58,0.91,5.27,22.26,-1.17,0.73
5950,0.58,0.92,5.17,22.15,-1.15,0.72
5951,0.58,0.93,5.07,22.06,-1.13,0.72
5952,0.58,0.9400000000000001,4.98,21.96,-1.11,0.71
5953,0.58,0.9500000000000001,4.88,21.87,-1.1,0.71
5954,0.58,0.96,4.79,21.79,-1.08,0.71
5955,0.58,0.97,4.71,21.71,-1.06,0.7
5956,0.58,0.98,4.62,21.63,-1.05,0.7
5957,0.58,0.99,4.54,21.56,-1.03,0.7
5958,0.58,1.0,4.46,21.49,-1.02,0.69
5959,0.59,0.0,0.0,7.83,0.0,0.54
5960,0.59,0.01,203.1,1.33,-0.0,0.99
5961,0.59,0.02,104.02,1.42,-0.0,0.99
5962,0.59,0.03,70.75,1.51,-0.0,0.99
5963,0.59,0.04,53.97,1.6,-0.0,0.98
5964,0.59,0.05,43.82,1.7,-0.0,0.98
5965,0.59,0.06,36.99,1.79,-0.0,0.98
5966,0.59,0.07,32.08,1.89,-0.0,0.98
5967,0.59,0.08,28.37,1.98,-0.0,0.97
5968,0.59,0.09,25.48,2.08,-0.0,0.97
5969,0.59,0.1,23.15,2.18,-0.0,0.97
5970,0.59,0.11,21.24,2.29,-0.0,0.97
5971,0.59,0.12,19.65,2.39,-0.0,0.96
5972,0.59,0.13,18.3,2.5,-0.0,0.96
5973,0.59,0.14,17.15,2.61,-0.0,0.96
5974,0.59,0.15,16.16,2.73,-0.0,0.96
5975,0.59,0.16,15.29,2.85,-0.0,0.96
5976,0.59,0.17,14.53,2.98,-0.0,0.96
5977,0.59,0.18,13.87,3.11,-0.0,0.95
5978,0.59,0.19,13.29,3.26,-0.0,0.95
5979,0.59,0.2,12.78,3.41,-0.0,0.95
5980,0.59,0.21,12.33,3.57,-0.0,0.95
5981,0.59,0.22,11.95,3.76,-0.0,0.95
5982,0.59,0.23,11.62,3.96,-0.0,0.94
5983,0.59,0.24,11.36,4.19,-0.0,0.94
5984,0.59,0.25,11.17,4.45,-0.0,0.94
5985,0.59,0.26,11.07,4.77,-0.0,0.93
5986,0.59,0.27,11.1,5.17,-0.0,0.93
5987,0.59,0.28,11.41,5.7,-0.0,0.92
5988,0.59,0.29,12.54,6.46,-0.0,0.92
5989,0.59,0.3,79.71,-24.77,-0.0,0.96
5990,0.59,0.31,109.37,-45.01,-0.0,0.99
5991,0.59,0.32,110.92,-47.24,-0.0,1.0
5992,0.59,0.33,111.36,-48.94,-0.0,1.0
5993,0.59,0.34,110.84,-50.05,-0.0,1.0
5994,0.59,0.35000000000000003,109.73,-50.66,-0.0,1.0
5995,0.59,0.36,107.71,-50.53,-0.0,1.0
5996,0.59,0.37,97.02,-45.15,-0.0,1.0
5997,0.59,0.38,46.66,-15.47,0.0,1.0
5998,0.59,0.39,3.16,11.55,0.0,1.0
5999,0.59,0.4,-4.12,16.82,0.01,1.0
6000,0.59,0.41000000000000003,-4.94,17.98,0.01,1.0
6001,0.59,0.42,-5.1,18.55,0.01,1.0
6002,0.59,0.43,-5.14,18.74,0.02,0.99
6003,0.59,0.44,-5.11,18.11,0.07,0.97
6004,0.59,0.45,-5.45,14.89,0.29,0.9
6005,0.59,0.46,-16.54,-25.09,3.45,0.58
6006,0.59,0.47000000000000003,1.9,34.42,-1.42,0.39
6007,0.59,0.48,1.98,29.55,-1.18,0.64
6008,0.59,0.49,3.14,28.53,-1.25,0.81
6009,0.59,0.5,4.45,28.39,-1.37,0.89
6010,0.59,0.51,5.68,28.51,-1.51,0.93
6011,0.59,0.52,6.71,28.65,-1.62,0.95
6012,0.59,0.53,7.52,28.74,-1.72,0.97
6013,0.59,0.54,8.15,28.76,-1.79,0.97
6014,0.59,0.55,8.61,28.72,-1.83,0.98
6015,0.59,0.56,8.93,28.62,-1.87,0.98
6016,0.59,0.5700000000000001,9.15,28.47,-1.89,0.97
6017,0.59,0.58,9.28,28.29,-1.89,0.97
6018,0.59,0.59,9.35,28.09,-1.89,0.96
6019,0.59,0.6,9.36,27.87,-1.89,0.96
6020,0.59,0.61,9.33,27.63,-1.87,0.95
6021,0.59,0.62,9.26,27.39,-1.86,0.94
6022,0.59,0.63,9.17,27.13,-1.84,0.93
6023,0.59,0.64,9.05,26.88,-1.81,0.92
6024,0.59,0.65,8.93,26.63,-1.79,0.91
6025,0.59,0.66,8.78,26.38,-1.76,0.9
6026,0.59,0.67,8.63,26.13,-1.73,0.89
6027,0.59,0.68,8.48,25.88,-1.71,0.88
6028,0.59,0.6900000000000001,8.32,25.64,-1.68,0.87
6029,0.59,0.7000000000000001,8.16,25.41,-1.65,0.86
6030,0.59,0.71,7.99,25.18,-1.62,0.86
6031,0.59,0.72,7.83,24.96,-1.59,0.85
6032,0.59,0.73,7.67,24.74,-1.56,0.84
6033,0.59,0.74,7.51,24.53,-1.54,0.83
6034,0.59,0.75,7.35,24.33,-1.51,0.82
6035,0.59,0.76,7.19,24.14,-1.48,0.81
6036,0.59,0.77,7.04,23.95,-1.45,0.81
6037,0.59,0.78,6.89,23.77,-1.43,0.8
6038,0.59,0.79,6.74,23.59,-1.4,0.79
6039,0.59,0.8,6.6,23.42,-1.38,0.78
6040,0.59,0.81,6.46,23.26,-1.35,0.78
6041,0.59,0.8200000000000001,6.32,23.11,-1.33,0.77
6042,0.59,0.8300000000000001,6.19,22.96,-1.31,0.76
6043,0.59,0.84,6.06,22.81,-1.29,0.76
6044,0.59,0.85,5.94,22.68,-1.26,0.75
6045,0.59,0.86,5.82,22.54,-1.24,0.75
6046,0.59,0.87,5.7,22.42,-1.22,0.74
6047,0.59,0.88,5.58,22.3,-1.2,0.74
6048,0.59,0.89,5.47,22.18,-1.18,0.73
6049,0.59,0.9,5.36,22.07,-1.16,0.73
6050,0.59,0.91,5.26,21.97,-1.15,0.72
6051,0.59,0.92,5.16,21.86,-1.13,0.72
6052,0.59,0.93,5.06,21.77,-1.11,0.71
6053,0.59,0.9400000000000001,4.96,21.68,-1.09,0.71
6054,0.59,0.9500000000000001,4.87,21.59,-1.08,0.7
6055,0.59,0.96,4.78,21.5,-1.06,0.7
6056,0.59,0.97,4.69,21.42,-1.05,0.7
6057,0.59,0.98,4.61,21.35,-1.03,0.69
6058,0.59,0.99,4.53,21.28,-1.02,0.69
6059,0.59,1.0,4.45,21.21,-1.0,0.69
6060,0.6,0.0,0.0,7.71,0.0,0.54
6061,0.6,0.01,203.19,1.34,-0.0,0.99
6062,0.6,0.02,104.05,1.42,-0.0,0.99
6063,0.6,0.03,70.76,1.51,-0.0,0.99
6064,0.6,0.04,53.98,1.6,-0.0,0.98
6065,0.6,0.05,43.82,1.69,-0.0,0.98
6066,0.6,0.06,36.99,1.79,-0.0,0.98
6067,0.6,0.07,32.08,1.88,-0.0,0.98
6068,0.6,0.08,28.37,1.98,-0.0,0.97
6069,0.6,0.09,25.47,2.08,-0.0,0.97
6070,0.6,0.1,23.15,2.17,-0.0,0.97
6071,0.6,0.11,21.24,2.28,-0.0,0.97
6072,0.6,0.12,19.65,2.38,-0.0,0.96
6073,0.6,0.13,18.3,2.49,-0.0,0.96
6074,0.6,0.14,17.15,2.6,-0.0,0.96
6075,0.6,0.15,16.16,2.72,-0.0,0.96
6076,0.6,0.16,15.3,2.84,-0.0,0.96
6077,0.6,0.17,14.54,2.96,-0.0,0.96
6078,0.6,0.18,13.88,3.1,-0.0,0.95
6079,0.6,0.19,13.3,3.24,-0.0,0.95
6080,0.6,0.2,12.79,3.4,-0.0,0.95
6081,0.6,0.21,12.35,3.56,-0.0,0.95
6082,0.6,0.22,11.97,3.75,-0.0,0.95
6083,0.6,0.23,11.65,3.96,-0.0,0.94
6084,0.6,0.24,11.4,4.19,-0.0,0.94
6085,0.6,0.25,11.23,4.47,-0.0,0.94
6086,0.6,0.26,11.16,4.81,-0.0,0.93
6087,0.6,0.27,11.25,5.24,-0.0,0.93
6088,0.6,0.28,11.69,5.82,-0.0,0.92
6089,0.6,0.29,13.64,6.67,-0.0,0.92
6090,0.6,0.3,108.67,-42.68,-0.0,0.99
6091,0.6,0.31,110.83,-45.14,-0.0,1.0
6092,0.6,0.32,112.0,-47.19,-0.0,1.0
6093,0.6,0.33,112.05,-48.67,-0.0,1.0
6094,0.6,0.34,111.25,-49.58,-0.0,1.0
6095,0.6,0.35000000000000003,109.94,-50.0,-0.0,1.0
6096,0.6,0.36,106.5,-49.03,-0.0,1.0
6097,0.6,0.37,84.16,-36.9,0.0,1.0
6098,0.6,0.38,22.97,-0.81,0.0,1.0
6099,0.6,0.39,-1.8,14.8,0.01,1.0
6100,0.6,0.4,-4.81,17.36,0.01,1.0
6101,0.6,0.41000000000000003,-5.19,18.17,0.01,1.0
6102,0.6,0.42,-5.29,18.6,0.02,1.0
6103,0.6,0.43,-5.28,18.5,0.04,0.99
6104,0.6,0.44,-5.3,17.09,0.13,0.95
6105,0.6,0.45,-6.76,9.26,0.69,0.81
6106,0.6,0.46,4.51,47.28,-2.35,0.4
6107,0.6,0.47000000000000003,1.6,30.9,-1.22,0.51
6108,0.6,0.48,2.47,28.72,-1.2,0.74
6109,0.6,0.49,3.79,28.27,-1.31,0.85
6110,0.6,0.5,5.12,28.3,-1.44,0.91
6111,0.6,0.51,6.28,28.44,-1.57,0.94
6112,0.6,0.52,7.22,28.56,-1.67,0.96
6113,0.6,0.53,7.95,28.61,-1.75,0.97
6114,0.6,0.54,8.5,28.59,-1.81,0.98
6115,0.6,0.55,8.9,28.51,-1.85,0.98
6116,0.6,0.56,9.17,28.39,-1.88,0.98
6117,0.6,0.5700000000000001,9.35,28.22,-1.89,0.97
6118,0.6,0.58,9.44,28.02,-1.89,0.97
6119,0.6,0.59,9.48,27.8,-1.89,0.96
6120,0.6,0.6,9.46,27.57,-1.88,0.95
6121,0.6,0.61,9.41,27.32,-1.86,0.94
6122,0.6,0.62,9.33,27.07,-1.84,0.93
6123,0.6,0.63,9.22,26.82,-1.82,0.92
6124,0.6,0.64,9.1,26.56,-1.79,0.92
6125,0.6,0.65,8.96,26.3,-1.77,0.91
6126,0.6,0.66,8.81,26.05,-1.74,0.9
6127,0.6,0.67,8.65,25.8,-1.71,0.89
6128,0.6,0.68,8.49,25.56,-1.68,0.88
6129,0.6,0.6900000000000001,8.32,25.32,-1.66,0.87
6130,0.6,0.7000000000000001,8.16,25.08,-1.63,0.86
6131,0.6,0.71,7.99,24.86,-1.6,0.85
6132,0.6,0.72,7.82,24.64,-1.57,0.84
6133,0.6,0.73,7.66,24.42,-1.54,0.83
6134,0.6,0.74,7.5,24.22,-1.51,0.82
6135,0.6,0.75,7.34,24.02,-1.49,0.81
6136,0.6,0.76,7.18,23.82,-1.46,0.81
6137,0.6,0.77,7.02,23.64,-1.43,0.8
6138,0.6,0.78,6.87,23.46,-1.41,0.79
6139,0.6,0.79,6.73,23.28,-1.38,0.78
6140,0.6,0.8,6.58,23.12,-1.36,0.78
6141,0.6,0.81,6.44,22.96,-1.33,0.77
6142,0.6,0.8200000000000001,6.31,22.81,-1.31,0.76
6143,0.6,0.8300000000000001,6.17,22.66,-1.29,0.76
6144,0.6,0.84,6.05,22.52,-1.27,0.75
6145,0.6,0.85,5.92,22.38,-1.24,0.75
6146,0.6,0.86,5.8,22.25,-1.22,0.74
6147,0.6,0.87,5.68,22.13,-1.2,0.73
6148,0.6,0.88,5.57,22.01,-1.18,0.73
6149,0.6,0.89,5.46,21.89,-1.16,0.72
6150,0.6,0.9,5.35,21.79,-1.15,0.72
6151,0.6,0.91,5.25,21.68,-1.13,0.72
6152,0.6,0.92,5.14,21.58,-1.11,0.71
6153,0.6,0.93,5.05,21.49,-1.09,0.71
6154,0.6,0.9400000000000001,4.95,21.4,-1.08,0.7
6155,0.6,0.9500000000000001,4.86,21.31,-1.06,0.7
6156,0.6,0.96,4.77,21.23,-1.05,0.69
6157,0.6,0.97,4.68,21.15,-1.03,0.69
6158,0.6,0.98,4.6,21.07,-1.02,0.69
6159,0.6,0.99,4.51,21.0,-1.0,0.68
6160,0.6,1.0,4.44,20.94,-0.99,0.68
6161,0.61,0.0,0.0,7.59,0.0,0.54
6162,0.61,0.01,203.29,1.34,-0.0,0.99
6163,0.61,0.02,104.08,1.43,-0.0,0.99
6164,0.61,0.03,70.77,1.51,-0.0,0.99
6165,0.61,0.04,53.98,1.6,-0.0,0.98
6166,0.61,0.05,43.82,1.69,-0.0,0.98
6167,0.61,0.06,36.99,1.78,-0.0,0.98
6168,0.61,0.07,32.08,1.88,-0.0,0.97
6169,0.61,0.08,28.37,1.97,-0.0,0.97
6170,0.61,0.09,25.47,2.07,-0.0,0.97
6171,0.61,0.1,23.15,2.17,-0.0,0.97
6172,0.61,0.11,21.24,2.27,-0.0,0.97
6173,0.61,0.12,19.65,2.37,-0.0,0.96
6174,0.61,0.13,18.31,2.48,-0.0,0.96
6175,0.61,0.14,17.16,2.59,-0.0,0.96
6176,0.61,0.15,16.16,2.7,-0.0,0.96
6177,0.61,0.16,15.3,2.82,-0.0,0.96
6178,0.61,0.17,14.55,2.95,-0.0,0.96
6179,0.61,0.18,13.89,3.08,-0.0,0.95
6180,0.61,0.19,13.32,3.23,-0.0,0.95
6181,0.61,0.2,12.81,3.38,-0.0,0.95
6182,0.61,0.21,12.37,3.55,-0.0,0.95
6183,0.61,0.22,12.0,3.74,-0.0,0.94
6184,0.61,0.23,11.69,3.95,-0.0,0.94
6185,0.61,0.24,11.45,4.2,-0.0,0.94
6186,0.61,0.25,11.3,4.49,-0.0,0.94
6187,0.61,0.26,11.26,4.85,-0.0,0.93
6188,0.61,0.27,11.42,5.31,-0.0,0.93
6189,0.61,0.28,12.07,5.97,-0.0,0.92
6190,0.61,0.29,16.46,6.69,-0.0,0.92
6191,0.61,0.3,110.3,-42.88,-0.0,0.99
6192,0.61,0.31,112.17,-45.22,-0.0,1.0
6193,0.61,0.32,112.93,-47.07,-0.0,1.0
6194,0.61,0.33,112.61,-48.33,-0.0,1.0
6195,0.61,0.34,111.6,-49.06,-0.0,1.0
6196,0.61,0.35000000000000003,109.95,-49.24,-0.0,1.0
6197,0.61,0.36,103.06,-46.31,-0.0,1.0
6198,0.61,0.37,62.39,-23.66,0.0,1.0
6199,0.61,0.38,7.72,8.56,0.0,1.0
6200,0.61,0.39,-3.95,16.26,0.01,1.0
6201,0.61,0.4,-5.2,17.68,0.01,1.0
6202,0.61,0.41000000000000003,-5.41,18.31,0.01,1.0
6203,0.61,0.42,-5.45,18.55,0.02,0.99
6204,0.61,0.43,-5.41,18.01,0.07,0.97
6205,0.61,0.44,-5.67,15.11,0.26,0.91
6206,0.61,0.45,-14.64,-18.33,2.86,0.64
6207,0.61,0.46,1.81,34.56,-1.44,0.38
6208,0.61,0.47000000000000003,1.86,29.32,-1.18,0.64
6209,0.61,0.48,3.08,28.26,-1.24,0.8
6210,0.61,0.49,4.47,28.12,-1.37,0.88
6211,0.61,0.5,5.76,28.23,-1.51,0.93
6212,0.61,0.51,6.84,28.37,-1.62,0.95
6213,0.61,0.52,7.7,28.45,-1.72,0.97
6214,0.61,0.53,8.35,28.46,-1.78,0.98
6215,0.61,0.54,8.83,28.41,-1.83,0.98
6216,0.61,0.55,9.16,28.3,-1.86,0.98
6217,0.61,0.56,9.39,28.15,-1.88,0.97
6218,0.61,0.5700000000000001,9.52,27.96,-1.89,0.97
6219,0.61,0.58,9.59,27.75,-1.89,0.96
6220,0.61,0.59,9.59,27.51,-1.88,0.96
6221,0.61,0.6,9.56,27.27,-1.86,0.95
6222,0.61,0.61,9.49,27.02,-1.85,0.94
6223,0.61,0.62,9.39,26.76,-1.82,0.93
6224,0.61,0.63,9.27,26.5,-1.8,0.92
6225,0.61,0.64,9.13,26.24,-1.78,0.91
6226,0.61,0.65,8.98,25.99,-1.75,0.9
6227,0.61,0.66,8.83,25.73,-1.72,0.89
6228,0.61,0.67,8.66,25.48,-1.69,0.88
6229,0.61,0.68,8.5,25.24,-1.66,0.87
6230,0.61,0.6900000000000001,8.33,25.0,-1.63,0.86
6231,0.61,0.7000000000000001,8.16,24.77,-1.6,0.85
6232,0.61,0.71,7.99,24.54,-1.58,0.84
6233,0.61,0.72,7.82,24.32,-1.55,0.83
6234,0.61,0.73,7.65,24.11,-1.52,0.82
6235,0.61,0.74,7.49,23.91,-1.49,0.82
6236,0.61,0.75,7.32,23.71,-1.46,0.81
6237,0.61,0.76,7.17,23.52,-1.44,0.8
6238,0.61,0.77,7.01,23.33,-1.41,0.79
6239,0.61,0.78,6.86,23.16,-1.39,0.78
6240,0.61,0.79,6.71,22.99,-1.36,0.78
6241,0.61,0.8,6.57,22.82,-1.34,0.77
6242,0.61,0.81,6.43,22.66,-1.31,0.76
6243,0.61,0.8200000000000001,6.29,22.51,-1.29,0.76
6244,0.61,0.8300000000000001,6.16,22.37,-1.27,0.75
6245,0.61,0.84,6.03,22.23,-1.25,0.75
6246,0.61,0.85,5.91,22.09,-1.23,0.74
6247,0.61,0.86,5.78,21.97,-1.2,0.73
6248,0.61,0.87,5.67,21.84,-1.18,0.73
6249,0.61,0.88,5.55,21.73,-1.17,0.72
6250,0.61,0.89,5.44,21.62,-1.15,0.72
6251,0.61,0.9,5.34,21.51,-1.13,0.71
6252,0.61,0.91,5.23,21.41,-1.11,0.71
6253,0.61,0.92,5.13,21.31,-1.09,0.7
6254,0.61,0.93,5.03,21.21,-1.08,0.7
6255,0.61,0.9400000000000001,4.94,21.12,-1.06,0.7
6256,0.61,0.9500000000000001,4.84,21.04,-1.04,0.69
6257,0.61,0.96,4.76,20.96,-1.03,0.69
6258,0.61,0.97,4.67,20.88,-1.01,0.68
6259,0.61,0.98,4.58,20.81,-1.0,0.68
6260,0.61,0.99,4.5,20.74,-0.99,0.68
6261,0.61,1.0,4.42,20.67,-0.97,0.67
6262,0.62,0.0,0.0,7.47,0.0,0.54
6263,0.62,0.01,203.39,1.34,-0.0,0.99
6264,0.62,0.02,104.11,1.43,-0.0,0.99
6265,0.62,0.03,70.79,1.51,-0.0,0.99
6266,0.62,0.04,53.99,1.6,-0.0,0.98
6267,0.62,0.05,43.82,1.69,-0.0,0.98
6268,0.62,0.06,36.99,1.78,-0.0,0.98
6269,0.62,0.07,32.08,1.87,-0.0,0.97
6270,0.62,0.08,28.37,1.96,-0.0,0.97
6271,0.62,0.09,25.47,2.06,-0.0,0.97
6272,0.62,0.1,23.15,2.16,-0.0,0.97
6273,0.62,0.11,21.24,2.26,-0.0,0.97
6274,0.62,0.12,19.65,2.36,-0.0,0.96
6275,0.62,0.13,18.31,2.46,-0.0,0.96
6276,0.62,0.14,17.16,2.57,-0.0,0.96
6277,0.62,0.15,16.17,2.69,-0.0,0.96
6278,0.62,0.16,15.31,2.81,-0.0,0.96
6279,0.62,0.17,14.56,2.94,-0.0,0.95
6280,0.62,0.18,13.9,3.07,-0.0,0.95
6281,0.62,0.19,13.33,3.22,-0.0,0.95
6282,0.62,0.2,12.83,3.37,-0.0,0.95
6283,0.62,0.21,12.4,3.55,-0.0,0.95
6284,0.62,0.22,12.03,3.74,-0.0,0.94
6285,0.62,0.23,11.73,3.96,-0.0,0.94
6286,0.62,0.24,11.5,4.21,-0.0,0.94
6287,0.62,0.25,11.37,4.51,-0.0,0.93
6288,0.62,0.26,11.37,4.9,-0.0,0.93
6289,0.62,0.27,11.63,5.41,-0.0,0.92
6290,0.62,0.28,12.62,6.16,-0.0,0.92
6291,0.62,0.29,64.57,-13.37,-0.0,0.94
6292,0.62,0.3,111.84,-43.06,-0.0,0.99
6293,0.62,0.31,113.36,-45.24,-0.0,1.0
6294,0.62,0.32,113.72,-46.88,-0.0,1.0
6295,0.62,0.33,113.08,-47.93,-0.0,1.0
6296,0.62,0.34,111.87,-48.51,-0.0,1.0
6297,0.62,0.35000000000000003,109.45,-48.22,-0.0,1.0
6298,0.62,0.36,94.9,-41.03,-0.0,1.0
6299,0.62,0.37,36.52,-8.33,0.0,1.0
6300,0.62,0.38,0.08,13.28,0.01,1.0
6301,0.62,0.39,-4.92,16.96,0.01,1.0
6302,0.62,0.4,-5.48,17.9,0.01,1.0
6303,0.62,0.41000000000000003,-5.6,18.38,0.01,1.0
6304,0.62,0.42,-5.59,18.35,0.04,0.99
6305,0.62,0.43,-5.58,17.13,0.12,0.95
6306,0.62,0.44,-6.73,10.44,0.59,0.83
6307,0.62,0.45,5.23,50.76,-2.62,0.4
6308,0.62,0.46,1.45,30.85,-1.23,0.49
6309,0.62,0.47000000000000003,2.35,28.49,-1.19,0.73
6310,0.62,0.48,3.75,28.01,-1.3,0.85
6311,0.62,0.49,5.15,28.03,-1.44,0.91
6312,0.62,0.5,6.37,28.17,-1.57,0.94
6313,0.62,0.51,7.37,28.28,-1.67,0.96
6314,0.62,0.52,8.13,28.33,-1.75,0.97
6315,0.62,0.53,8.71,28.3,-1.81,0.98
6316,0.62,0.54,9.12,28.21,-1.85,0.98
6317,0.62,0.55,9.4,28.08,-1.87,0.98
6318,0.62,0.56,9.58,27.9,-1.88,0.97
6319,0.62,0.5700000000000001,9.68,27.7,-1.89,0.97
6320,0.62,0.58,9.71,27.47,-1.88,0.96
6321,0.62,0.59,9.7,27.23,-1.87,0.95
6322,0.62,0.6,9.64,26.97,-1.85,0.94
6323,0.62,0.61,9.55,26.72,-1.83,0.93
6324,0.62,0.62,9.44,26.45,-1.81,0.92
6325,0.62,0.63,9.31,26.19,-1.78,0.91
6326,0.62,0.64,9.16,25.93,-1.76,0.9
6327,0.62,0.65,9.0,25.67,-1.73,0.89
6328,0.62,0.66,8.84,25.42,-1.7,0.88
6329,0.62,0.67,8.67,25.17,-1.67,0.87
6330,0.62,0.68,8.5,24.93,-1.64,0.86
6331,0.62,0.6900000000000001,8.33,24.69,-1.61,0.85
6332,0.62,0.7000000000000001,8.15,24.46,-1.58,0.84
6333,0.62,0.71,7.98,24.23,-1.55,0.84
6334,0.62,0.72,7.81,24.02,-1.53,0.83
6335,0.62,0.73,7.64,23.81,-1.5,0.82
6336,0.62,0.74,7.47,23.6,-1.47,0.81
6337,0.62,0.75,7.31,23.41,-1.44,0.8
6338,0.62,0.76,7.15,23.22,-1.42,0.79
6339,0.62,0.77,7.0,23.04,-1.39,0.79
6340,0.62,0.78,6.84,22.86,-1.37,0.78
6341,0.62,0.79,6.7,22.69,-1.34,0.77
