,n,p,TP,FP,product,adj_R2
1775,0.17,0.58,74.66,-145.51,-0.0,1.0
1776,0.17,0.59,72.99,-142.88,-0.0,1.0
1777,0.17,0.6,67.1,-130.23,-0.0,1.0
1778,0.17,0.61,48.19,-86.41,0.0,1.0
1779,0.17,0.62,19.64,-18.33,0.0,1.0
1780,0.17,0.63,4.83,18.07,0.0,1.0
1781,0.17,0.64,1.02,28.23,0.0,1.0
1782,0.17,0.65,0.21,31.06,0.0,1.0
1783,0.17,0.66,0.0,32.33,0.0,1.0
1784,0.17,0.67,-0.08,33.26,0.01,1.0
1785,0.17,0.68,-0.14,34.08,0.01,1.0
1786,0.17,0.6900000000000001,-0.19,34.81,0.01,1.0
1787,0.17,0.7000000000000001,-0.23,35.43,0.01,1.0
1788,0.17,0.71,-0.26,35.87,0.02,1.0
1789,0.17,0.72,-0.29,36.03,0.04,0.99
1790,0.17,0.73,-0.34,35.69,0.08,0.99
1791,0.17,0.74,-0.45,34.41,0.19,0.97
1792,0.17,0.75,-0.82,30.72,0.5,0.91
1793,0.17,0.76,-2.27,19.12,1.57,0.69
1794,0.17,0.77,4.6,78.3,-3.62,0.42
1795,0.17,0.78,2.85,58.45,-2.11,0.51
1796,0.17,0.79,2.57,53.77,-1.81,0.73
1797,0.17,0.8,2.63,52.23,-1.78,0.84
1798,0.17,0.81,2.81,51.76,-1.85,0.89
1799,0.17,0.8200000000000001,3.03,51.77,-1.95,0.92
1800,0.17,0.8300000000000001,3.25,51.99,-2.06,0.94
1801,0.17,0.84,3.46,52.3,-2.17,0.95
1802,0.17,0.85,3.65,52.64,-2.28,0.96
1803,0.17,0.86,3.81,52.95,-2.37,0.97
1804,0.17,0.87,3.95,53.23,-2.45,0.97
1805,0.17,0.88,4.06,53.47,-2.51,0.97
1806,0.17,0.89,4.14,53.66,-2.57,0.97
1807,0.17,0.9,4.2,53.82,-2.61,0.97
1808,0.17,0.91,4.25,53.94,-2.64,0.97
1809,0.17,0.92,4.28,54.03,-2.67,0.97
1810,0.17,0.93,4.3,54.09,-2.69,0.97
1811,0.17,0.9400000000000001,4.3,54.14,-2.7,0.97
1812,0.17,0.9500000000000001,4.3,54.16,-2.7,0.97
1813,0.17,0.96,4.29,54.17,-2.7,0.97
1814,0.17,0.97,4.27,54.17,-2.7,0.96
1815,0.17,0.98,4.24,54.16,-2.69,0.96
1816,0.17,0.99,4.21,54.14,-2.69,0.96
1817,0.17,1.0,4.18,54.11,-2.67,0.96
1818,0.18,0.0,0.0,24.02,0.0,0.52
1819,0.18,0.01,199.47,-0.52,-0.0,1.0
1820,0.18,0.02,103.86,-0.23,-0.0,0.99
1821,0.18,0.03,71.54,0.1,-0.0,0.99
1822,0.18,0.04,55.09,0.46,-0.0,0.99
1823,0.18,0.05,45.03,0.82,-0.0,0.99
1824,0.18,0.06,38.2,1.2,-0.0,0.98
1825,0.18,0.07,33.24,1.56,-0.0,0.98
1826,0.18,0.08,29.46,1.93,-0.0,0.98
1827,0.18,0.09,26.49,2.29,-0.0,0.97
1828,0.18,0.1,24.08,2.65,-0.0,0.97
1829,0.18,0.11,22.1,2.99,-0.0,0.97
1830,0.18,0.12,20.43,3.34,-0.0,0.97
1831,0.18,0.13,19.01,3.67,-0.0,0.97
1832,0.18,0.14,17.79,4.0,-0.0,0.97
1833,0.18,0.15,16.72,4.33,-0.0,0.96
1834,0.18,0.16,15.79,4.65,-0.0,0.96
1835,0.18,0.17,14.96,4.97,-0.0,0.96
1836,0.18,0.18,14.23,5.29,-0.0,0.96
1837,0.18,0.19,13.57,5.6,-0.0,0.96
1838,0.18,0.2,12.98,5.91,-0.0,0.96
1839,0.18,0.21,12.45,6.22,-0.0,0.96
1840,0.18,0.22,11.97,6.53,-0.0,0.96
1841,0.18,0.23,11.53,6.84,-0.0,0.95
1842,0.18,0.24,11.13,7.15,-0.0,0.95
1843,0.18,0.25,10.76,7.46,-0.0,0.95
1844,0.18,0.26,10.43,7.77,-0.0,0.95
1845,0.18,0.27,10.13,8.08,-0.0,0.95
1846,0.18,0.28,9.85,8.4,-0.0,0.95
1847,0.18,0.29,9.59,8.73,-0.0,0.95
1848,0.18,0.3,9.36,9.05,-0.0,0.95
1849,0.18,0.31,9.15,9.39,-0.0,0.95
1850,0.18,0.32,8.96,9.73,-0.0,0.95
1851,0.18,0.33,8.79,10.08,-0.0,0.94
1852,0.18,0.34,8.64,10.44,-0.0,0.94
1853,0.18,0.35000000000000003,8.51,10.8,-0.0,0.94
1854,0.18,0.36,8.41,11.18,-0.0,0.94
1855,0.18,0.37,8.33,11.58,-0.0,0.94
1856,0.18,0.38,8.27,11.99,-0.0,0.94
1857,0.18,0.39,8.25,12.41,-0.0,0.94
1858,0.18,0.4,8.27,12.84,-0.0,0.93
1859,0.18,0.41000000000000003,8.35,13.28,-0.0,0.93
1860,0.18,0.42,8.52,13.72,-0.0,0.93
1861,0.18,0.43,8.84,14.11,-0.0,0.93
1862,0.18,0.44,9.45,14.32,-0.0,0.92
1863,0.18,0.45,10.84,13.84,-0.0,0.92
1864,0.18,0.46,15.95,8.89,-0.0,0.91
1865,0.18,0.47000000000000003,46.54,-53.5,-0.0,0.95
1866,0.18,0.48,71.24,-114.18,-0.0,0.99
1867,0.18,0.49,72.74,-118.84,-0.0,0.99
1868,0.18,0.5,74.13,-123.33,-0.0,1.0
1869,0.18,0.51,75.31,-127.51,-0.0,1.0
1870,0.18,0.52,76.2,-131.18,-0.0,1.0
1871,0.18,0.53,76.75,-134.18,-0.0,1.0
1872,0.18,0.54,76.94,-136.42,-0.0,1.0
1873,0.18,0.55,76.81,-137.89,-0.0,1.0
1874,0.18,0.56,76.44,-138.68,-0.0,1.0
1875,0.18,0.5700000000000001,75.81,-138.73,-0.0,1.0
1876,0.18,0.58,74.49,-137.13,-0.0,1.0
1877,0.18,0.59,70.11,-128.64,-0.0,1.0
1878,0.18,0.6,54.66,-95.28,0.0,1.0
1879,0.18,0.61,25.38,-29.87,0.0,1.0
1880,0.18,0.62,6.57,13.34,0.0,1.0
1881,0.18,0.63,1.31,26.22,0.0,1.0
1882,0.18,0.64,0.2,29.61,0.0,1.0
1883,0.18,0.65,-0.05,30.97,0.0,1.0
1884,0.18,0.66,-0.15,31.91,0.0,1.0
1885,0.18,0.67,-0.21,32.71,0.01,1.0
1886,0.18,0.68,-0.26,33.44,0.01,1.0
1887,0.18,0.6900000000000001,-0.3,34.04,0.01,1.0
1888,0.18,0.7000000000000001,-0.34,34.47,0.02,1.0
1889,0.18,0.71,-0.37,34.62,0.04,0.99
1890,0.18,0.72,-0.42,34.26,0.08,0.99
1891,0.18,0.73,-0.54,32.92,0.19,0.96
1892,0.18,0.74,-0.94,29.03,0.51,0.9
1893,0.18,0.75,-2.59,16.74,1.66,0.66
1894,0.18,0.76,4.44,73.09,-3.32,0.41
1895,0.18,0.77,2.81,55.73,-2.0,0.53
1896,0.18,0.78,2.59,51.61,-1.75,0.74
1897,0.18,0.79,2.68,50.25,-1.74,0.84
1898,0.18,0.8,2.88,49.86,-1.81,0.89
1899,0.18,0.81,3.11,49.89,-1.91,0.92
1900,0.18,0.8200000000000001,3.35,50.12,-2.03,0.94
1901,0.18,0.8300000000000001,3.57,50.43,-2.14,0.95
1902,0.18,0.84,3.77,50.75,-2.24,0.96
1903,0.18,0.85,3.94,51.04,-2.33,0.97
1904,0.18,0.86,4.07,51.3,-2.4,0.97
1905,0.18,0.87,4.18,51.51,-2.46,0.97
1906,0.18,0.88,4.27,51.68,-2.51,0.97
1907,0.18,0.89,4.33,51.82,-2.55,0.97
1908,0.18,0.9,4.38,51.92,-2.58,0.97
1909,0.18,0.91,4.4,51.99,-2.61,0.97
1910,0.18,0.92,4.42,52.03,-2.62,0.97
1911,0.18,0.93,4.42,52.06,-2.63,0.97
1912,0.18,0.9400000000000001,4.42,52.06,-2.63,0.97
1913,0.18,0.9500000000000001,4.4,52.06,-2.63,0.96
1914,0.18,0.96,4.38,52.04,-2.63,0.96
1915,0.18,0.97,4.35,52.01,-2.62,0.96
1916,0.18,0.98,4.32,51.98,-2.61,0.96
1917,0.18,0.99,4.28,51.94,-2.6,0.95
1918,0.18,1.0,4.25,51.89,-2.59,0.95
1919,0.19,0.0,0.0,22.85,0.0,0.52
1920,0.19,0.01,199.57,-0.36,-0.0,1.0
1921,0.19,0.02,103.82,-0.07,-0.0,0.99
1922,0.19,0.03,71.46,0.25,-0.0,0.99
1923,0.19,0.04,55.0,0.59,-0.0,0.99
1924,0.19,0.05,44.94,0.93,-0.0,0.98
1925,0.19,0.06,38.12,1.28,-0.0,0.98
1926,0.19,0.07,33.16,1.63,-0.0,0.98
1927,0.19,0.08,29.39,1.97,-0.0,0.98
1928,0.19,0.09,26.42,2.31,-0.0,0.97
1929,0.19,0.1,24.02,2.64,-0.0,0.97
1930,0.19,0.11,22.04,2.97,-0.0,0.97
1931,0.19,0.12,20.38,3.29,-0.0,0.97
1932,0.19,0.13,18.96,3.61,-0.0,0.97
1933,0.19,0.14,17.74,3.92,-0.0,0.97
1934,0.19,0.15,16.68,4.23,-0.0,0.96
1935,0.19,0.16,15.75,4.54,-0.0,0.96
1936,0.19,0.17,14.93,4.84,-0.0,0.96
1937,0.19,0.18,14.2,5.13,-0.0,0.96
1938,0.19,0.19,13.54,5.43,-0.0,0.96
1939,0.19,0.2,12.95,5.73,-0.0,0.96
1940,0.19,0.21,12.42,6.02,-0.0,0.96
1941,0.19,0.22,11.94,6.31,-0.0,0.96
1942,0.19,0.23,11.5,6.61,-0.0,0.95
1943,0.19,0.24,11.11,6.9,-0.0,0.95
1944,0.19,0.25,10.74,7.2,-0.0,0.95
1945,0.19,0.26,10.41,7.5,-0.0,0.95
1946,0.19,0.27,10.11,7.8,-0.0,0.95
1947,0.19,0.28,9.83,8.11,-0.0,0.95
1948,0.19,0.29,9.58,8.42,-0.0,0.95
1949,0.19,0.3,9.35,8.73,-0.0,0.95
1950,0.19,0.31,9.14,9.06,-0.0,0.95
1951,0.19,0.32,8.96,9.39,-0.0,0.94
1952,0.19,0.33,8.79,9.73,-0.0,0.94
1953,0.19,0.34,8.64,10.08,-0.0,0.94
1954,0.19,0.35000000000000003,8.52,10.44,-0.0,0.94
1955,0.19,0.36,8.42,10.81,-0.0,0.94
1956,0.19,0.37,8.34,11.19,-0.0,0.94
1957,0.19,0.38,8.3,11.6,-0.0,0.94
1958,0.19,0.39,8.29,12.01,-0.0,0.94
1959,0.19,0.4,8.33,12.44,-0.0,0.93
1960,0.19,0.41000000000000003,8.44,12.88,-0.0,0.93
1961,0.19,0.42,8.66,13.31,-0.0,0.93
1962,0.19,0.43,9.07,13.66,-0.0,0.93
1963,0.19,0.44,9.92,13.73,-0.0,0.92
1964,0.19,0.45,12.22,12.42,-0.0,0.92
1965,0.19,0.46,25.3,-4.25,-0.0,0.92
1966,0.19,0.47000000000000003,69.95,-103.77,-0.0,0.99
1967,0.19,0.48,73.08,-111.74,-0.0,0.99
1968,0.19,0.49,74.56,-116.18,-0.0,0.99
1969,0.19,0.5,75.85,-120.36,-0.0,1.0
1970,0.19,0.51,76.87,-124.11,-0.0,1.0
1971,0.19,0.52,77.55,-127.25,-0.0,1.0
1972,0.19,0.53,77.85,-129.66,-0.0,1.0
1973,0.19,0.54,77.81,-131.31,-0.0,1.0
1974,0.19,0.55,77.49,-132.27,-0.0,1.0
1975,0.19,0.56,76.93,-132.55,-0.0,1.0
1976,0.19,0.5700000000000001,75.88,-131.66,-0.0,1.0
1977,0.19,0.58,72.7,-126.22,-0.0,1.0
1978,0.19,0.59,60.77,-102.27,0.0,1.0
1979,0.19,0.6,32.56,-43.1,0.0,1.0
1980,0.19,0.61,9.18,7.23,0.0,1.0
1981,0.19,0.62,1.8,23.98,0.0,1.0
1982,0.19,0.63,0.24,28.21,0.0,1.0
1983,0.19,0.64,-0.1,29.72,0.0,1.0
1984,0.19,0.65,-0.22,30.68,0.0,1.0
1985,0.19,0.66,-0.28,31.48,0.01,1.0
1986,0.19,0.67,-0.34,32.19,0.01,1.0
1987,0.19,0.68,-0.38,32.79,0.01,1.0
1988,0.19,0.6900000000000001,-0.42,33.22,0.02,1.0
1989,0.19,0.7000000000000001,-0.45,33.36,0.04,0.99
1990,0.19,0.71,-0.5,33.0,0.08,0.98
1991,0.19,0.72,-0.62,31.64,0.19,0.96
1992,0.19,0.73,-1.05,27.63,0.52,0.9
1993,0.19,0.74,-2.87,14.87,1.71,0.64
1994,0.19,0.75,4.33,69.16,-3.1,0.41
1995,0.19,0.76,2.8,53.48,-1.92,0.54
1996,0.19,0.77,2.61,49.73,-1.7,0.74
1997,0.19,0.78,2.72,48.5,-1.7,0.84
1998,0.19,0.79,2.95,48.16,-1.78,0.89
1999,0.19,0.8,3.2,48.22,-1.88,0.92
2000,0.19,0.81,3.45,48.45,-1.99,0.94
2001,0.19,0.8200000000000001,3.68,48.75,-2.1,0.95
2002,0.19,0.8300000000000001,3.89,49.06,-2.2,0.96
2003,0.19,0.84,4.06,49.33,-2.29,0.97
2004,0.19,0.85,4.2,49.57,-2.36,0.97
2005,0.19,0.86,4.31,49.76,-2.42,0.97
2006,0.19,0.87,4.39,49.91,-2.47,0.97
2007,0.19,0.88,4.46,50.02,-2.5,0.97
2008,0.19,0.89,4.5,50.1,-2.53,0.97
2009,0.19,0.9,4.53,50.16,-2.55,0.97
2010,0.19,0.91,4.54,50.18,-2.56,0.97
2011,0.19,0.92,4.54,50.19,-2.57,0.97
2012,0.19,0.93,4.53,50.18,-2.57,0.97
2013,0.19,0.9400000000000001,4.52,50.16,-2.57,0.96
2014,0.19,0.9500000000000001,4.49,50.13,-2.57,0.96
2015,0.19,0.96,4.46,50.09,-2.56,0.96
2016,0.19,0.97,4.43,50.04,-2.55,0.96
2017,0.19,0.98,4.39,49.99,-2.53,0.95
2018,0.19,0.99,4.35,49.94,-2.52,0.95
2019,0.19,1.0,4.3,49.88,-2.5,0.95
2020,0.2,0.0,0.0,21.79,0.0,0.52
2021,0.2,0.01,199.67,-0.21,-0.0,1.0
2022,0.2,0.02,103.78,0.07,-0.0,0.99
2023,0.2,0.03,71.39,0.38,-0.0,0.99
2024,0.2,0.04,54.92,0.7,-0.0,0.99
2025,0.2,0.05,44.86,1.03,-0.0,0.98
2026,0.2,0.06,38.04,1.36,-0.0,0.98
2027,0.2,0.07,33.09,1.68,-0.0,0.98
2028,0.2,0.08,29.32,2.01,-0.0,0.98
2029,0.2,0.09,26.36,2.33,-0.0,0.97
2030,0.2,0.1,23.96,2.64,-0.0,0.97
2031,0.2,0.11,21.99,2.95,-0.0,0.97
2032,0.2,0.12,20.33,3.25,-0.0,0.97
2033,0.2,0.13,18.91,3.55,-0.0,0.97
2034,0.2,0.14,17.7,3.85,-0.0,0.97
2035,0.2,0.15,16.64,4.14,-0.0,0.96
2036,0.2,0.16,15.71,4.43,-0.0,0.96
2037,0.2,0.17,14.89,4.71,-0.0,0.96
2038,0.2,0.18,14.16,5.0,-0.0,0.96
2039,0.2,0.19,13.51,5.28,-0.0,0.96
2040,0.2,0.2,12.92,5.56,-0.0,0.96
2041,0.2,0.21,12.4,5.84,-0.0,0.96
2042,0.2,0.22,11.92,6.12,-0.0,0.96
2043,0.2,0.23,11.48,6.4,-0.0,0.95
2044,0.2,0.24,11.09,6.68,-0.0,0.95
2045,0.2,0.25,10.72,6.97,-0.0,0.95
2046,0.2,0.26,10.39,7.26,-0.0,0.95
2047,0.2,0.27,10.09,7.55,-0.0,0.95
2048,0.2,0.28,9.82,7.84,-0.0,0.95
2049,0.2,0.29,9.57,8.14,-0.0,0.95
2050,0.2,0.3,9.34,8.45,-0.0,0.95
2051,0.2,0.31,9.14,8.76,-0.0,0.95
2052,0.2,0.32,8.95,9.08,-0.0,0.94
2053,0.2,0.33,8.79,9.41,-0.0,0.94
2054,0.2,0.34,8.65,9.75,-0.0,0.94
2055,0.2,0.35000000000000003,8.53,10.11,-0.0,0.94
2056,0.2,0.36,8.43,10.47,-0.0,0.94
2057,0.2,0.37,8.36,10.86,-0.0,0.94
2058,0.2,0.38,8.33,11.25,-0.0,0.94
2059,0.2,0.39,8.34,11.67,-0.0,0.93
2060,0.2,0.4,8.4,12.1,-0.0,0.93
2061,0.2,0.41000000000000003,8.54,12.53,-0.0,0.93
2062,0.2,0.42,8.83,12.94,-0.0,0.93
2063,0.2,0.43,9.38,13.24,-0.0,0.92
2064,0.2,0.44,10.63,13.03,-0.0,0.92
2065,0.2,0.45,15.26,9.34,-0.0,0.91
2066,0.2,0.46,48.27,-49.88,-0.0,0.95
2067,0.2,0.47000000000000003,73.36,-105.21,-0.0,0.99
2068,0.2,0.48,74.91,-109.57,-0.0,0.99
2069,0.2,0.49,76.32,-113.74,-0.0,1.0
2070,0.2,0.5,77.47,-117.56,-0.0,1.0
2071,0.2,0.51,78.29,-120.83,-0.0,1.0
2072,0.2,0.52,78.73,-123.42,-0.0,1.0
2073,0.2,0.53,78.78,-125.26,-0.0,1.0
2074,0.2,0.54,78.53,-126.4,-0.0,1.0
2075,0.2,0.55,78.03,-126.89,-0.0,1.0
2076,0.2,0.56,77.16,-126.5,-0.0,1.0
2077,0.2,0.5700000000000001,74.87,-123.17,-0.0,1.0
2078,0.2,0.58,66.16,-106.97,-0.0,1.0
2079,0.2,0.59,40.92,-57.23,0.0,1.0
2080,0.2,0.6,13.08,-0.82,0.0,1.0
2081,0.2,0.61,2.61,21.29,0.0,1.0
2082,0.2,0.62,0.33,26.81,0.0,1.0
2083,0.2,0.63,-0.15,28.56,0.0,1.0
2084,0.2,0.64,-0.28,29.55,0.0,1.0
2085,0.2,0.65,-0.36,30.35,0.01,1.0
2086,0.2,0.66,-0.41,31.06,0.01,1.0
2087,0.2,0.67,-0.46,31.66,0.01,1.0
2088,0.2,0.68,-0.5,32.09,0.02,1.0
2089,0.2,0.6900000000000001,-0.53,32.23,0.04,0.99
2090,0.2,0.7000000000000001,-0.58,31.88,0.08,0.98
2091,0.2,0.71,-0.7,30.54,0.19,0.96
2092,0.2,0.72,-1.15,26.51,0.51,0.9
2093,0.2,0.73,-3.11,13.34,1.74,0.62
2094,0.2,0.74,4.28,66.33,-2.96,0.41
2095,0.2,0.75,2.79,51.6,-1.86,0.55
2096,0.2,0.76,2.63,48.09,-1.66,0.74
2097,0.2,0.77,2.77,46.94,-1.67,0.84
2098,0.2,0.78,3.01,46.64,-1.75,0.89
2099,0.2,0.79,3.28,46.72,-1.85,0.92
2100,0.2,0.8,3.54,46.95,-1.96,0.94
2101,0.2,0.81,3.79,47.24,-2.07,0.95
2102,0.2,0.8200000000000001,4.0,47.53,-2.17,0.96
2103,0.2,0.8300000000000001,4.17,47.79,-2.25,0.97
2104,0.2,0.84,4.32,48.01,-2.32,0.97
2105,0.2,0.85,4.43,48.18,-2.38,0.97
2106,0.2,0.86,4.52,48.31,-2.42,0.97
2107,0.2,0.87,4.58,48.41,-2.46,0.97
2108,0.2,0.88,4.62,48.47,-2.48,0.97
2109,0.2,0.89,4.65,48.51,-2.5,0.97
2110,0.2,0.9,4.66,48.52,-2.51,0.97
2111,0.2,0.91,4.66,48.51,-2.52,0.97
2112,0.2,0.92,4.65,48.49,-2.52,0.96
2113,0.2,0.93,4.63,48.46,-2.52,0.96
2114,0.2,0.9400000000000001,4.61,48.41,-2.51,0.96
2115,0.2,0.9500000000000001,4.57,48.36,-2.5,0.96
2116,0.2,0.96,4.54,48.3,-2.49,0.95
2117,0.2,0.97,4.5,48.24,-2.47,0.95
2118,0.2,0.98,4.45,48.17,-2.46,0.95
2119,0.2,0.99,4.4,48.1,-2.44,0.94
2120,0.2,1.0,4.36,48.04,-2.42,0.94
2121,0.21,0.0,0.0,20.82,0.0,0.53
2122,0.21,0.01,199.75,-0.08,-0.0,1.0
2123,0.21,0.02,103.75,0.2,-0.0,0.99
2124,0.21,0.03,71.32,0.49,-0.0,0.99
2125,0.21,0.04,54.84,0.8,-0.0,0.99
2126,0.21,0.05,44.78,1.11,-0.0,0.98
2127,0.21,0.06,37.96,1.42,-0.0,0.98
2128,0.21,0.07,33.02,1.73,-0.0,0.98
2129,0.21,0.08,29.26,2.04,-0.0,0.98
2130,0.21,0.09,26.3,2.34,-0.0,0.97
2131,0.21,0.1,23.91,2.63,-0.0,0.97
2132,0.21,0.11,21.93,2.93,-0.0,0.97
2133,0.21,0.12,20.28,3.21,-0.0,0.97
2134,0.21,0.13,18.87,3.5,-0.0,0.97
2135,0.21,0.14,17.66,3.78,-0.0,0.96
2136,0.21,0.15,16.6,4.05,-0.0,0.96
2137,0.21,0.16,15.68,4.33,-0.0,0.96
2138,0.21,0.17,14.86,4.6,-0.0,0.96
2139,0.21,0.18,14.13,4.87,-0.0,0.96
2140,0.21,0.19,13.48,5.14,-0.0,0.96
2141,0.21,0.2,12.9,5.41,-0.0,0.96
2142,0.21,0.21,12.37,5.68,-0.0,0.96
2143,0.21,0.22,11.89,5.94,-0.0,0.95
2144,0.21,0.23,11.46,6.21,-0.0,0.95
2145,0.21,0.24,11.07,6.49,-0.0,0.95
2146,0.21,0.25,10.71,6.76,-0.0,0.95
2147,0.21,0.26,10.38,7.04,-0.0,0.95
2148,0.21,0.27,10.08,7.32,-0.0,0.95
2149,0.21,0.28,9.81,7.6,-0.0,0.95
2150,0.21,0.29,9.56,7.89,-0.0,0.95
2151,0.21,0.3,9.33,8.19,-0.0,0.95
2152,0.21,0.31,9.13,8.5,-0.0,0.95
2153,0.21,0.32,8.95,8.81,-0.0,0.94
2154,0.21,0.33,8.79,9.13,-0.0,0.94
2155,0.21,0.34,8.65,9.47,-0.0,0.94
2156,0.21,0.35000000000000003,8.54,9.81,-0.0,0.94
2157,0.21,0.36,8.45,10.18,-0.0,0.94
2158,0.21,0.37,8.39,10.56,-0.0,0.94
2159,0.21,0.38,8.37,10.95,-0.0,0.94
2160,0.21,0.39,8.39,11.37,-0.0,0.93
2161,0.21,0.4,8.48,11.8,-0.0,0.93
2162,0.21,0.41000000000000003,8.67,12.23,-0.0,0.93
2163,0.21,0.42,9.04,12.62,-0.0,0.93
2164,0.21,0.43,9.81,12.82,-0.0,0.92
2165,0.21,0.44,11.87,11.99,-0.0,0.92
2166,0.21,0.45,24.48,-1.69,-0.0,0.92
2167,0.21,0.46,72.45,-96.94,-0.0,0.99
2168,0.21,0.47000000000000003,75.2,-103.42,-0.0,0.99
2169,0.21,0.48,76.71,-107.57,-0.0,0.99
2170,0.21,0.49,78.0,-111.44,-0.0,1.0
2171,0.21,0.5,78.97,-114.85,-0.0,1.0
2172,0.21,0.51,79.54,-117.62,-0.0,1.0
2173,0.21,0.52,79.72,-119.66,-0.0,1.0
2174,0.21,0.53,79.55,-120.98,-0.0,1.0
2175,0.21,0.54,79.11,-121.66,-0.0,1.0
2176,0.21,0.55,78.38,-121.63,-0.0,1.0
2177,0.21,0.56,76.72,-119.71,-0.0,1.0
2178,0.21,0.5700000000000001,70.63,-109.37,-0.0,1.0
2179,0.21,0.58,49.86,-70.88,0.0,1.0
2180,0.21,0.59,18.72,-11.39,0.0,1.0
2181,0.21,0.6,3.95,17.82,0.0,1.0
2182,0.21,0.61,0.52,25.34,0.0,1.0
2183,0.21,0.62,-0.17,27.45,0.0,1.0
2184,0.21,0.63,-0.35,28.5,0.0,1.0
2185,0.21,0.64,-0.43,29.31,0.01,1.0
2186,0.21,0.65,-0.49,30.02,0.01,1.0
2187,0.21,0.66,-0.54,30.62,0.01,1.0
2188,0.21,0.67,-0.58,31.06,0.02,1.0
2189,0.21,0.68,-0.61,31.21,0.03,0.99
2190,0.21,0.6900000000000001,-0.66,30.89,0.07,0.98
2191,0.21,0.7000000000000001,-0.78,29.59,0.18,0.96
2192,0.21,0.71,-1.22,25.65,0.49,0.9
2193,0.21,0.72,-3.3,12.07,1.74,0.63
2194,0.21,0.73,4.31,64.44,-2.88,0.41
2195,0.21,0.74,2.8,50.04,-1.81,0.55
2196,0.21,0.75,2.65,46.65,-1.62,0.74
2197,0.21,0.76,2.81,45.55,-1.63,0.84
2198,0.21,0.77,3.07,45.27,-1.72,0.89
2199,0.21,0.78,3.35,45.35,-1.82,0.92
2200,0.21,0.79,3.63,45.59,-1.93,0.94
2201,0.21,0.8,3.89,45.87,-2.04,0.95
2202,0.21,0.81,4.11,46.15,-2.13,0.96
2203,0.21,0.8200000000000001,4.29,46.39,-2.21,0.97
2204,0.21,0.8300000000000001,4.44,46.59,-2.28,0.97
2205,0.21,0.84,4.55,46.75,-2.34,0.97
2206,0.21,0.85,4.64,46.86,-2.38,0.97
2207,0.21,0.86,4.71,46.94,-2.41,0.97
2208,0.21,0.87,4.75,46.99,-2.44,0.97
2209,0.21,0.88,4.77,47.01,-2.45,0.97
2210,0.21,0.89,4.78,47.01,-2.46,0.97
2211,0.21,0.9,4.78,46.99,-2.47,0.97
2212,0.21,0.91,4.77,46.96,-2.47,0.96
2213,0.21,0.92,4.75,46.91,-2.46,0.96
2214,0.21,0.93,4.72,46.86,-2.46,0.96
2215,0.21,0.9400000000000001,4.69,46.79,-2.45,0.95
2216,0.21,0.9500000000000001,4.65,46.72,-2.43,0.95
2217,0.21,0.96,4.6,46.65,-2.42,0.95
2218,0.21,0.97,4.56,46.58,-2.4,0.95
2219,0.21,0.98,4.51,46.5,-2.39,0.94
2220,0.21,0.99,4.45,46.42,-2.37,0.94
2221,0.21,1.0,4.4,46.34,-2.35,0.94
2222,0.22,0.0,0.0,19.93,0.0,0.53
2223,0.22,0.01,199.84,0.04,-0.0,1.0
2224,0.22,0.02,103.72,0.31,-0.0,0.99
2225,0.22,0.03,71.26,0.6,-0.0,0.99
2226,0.22,0.04,54.77,0.89,-0.0,0.99
2227,0.22,0.05,44.71,1.18,-0.0,0.98
2228,0.22,0.06,37.89,1.48,-0.0,0.98
2229,0.22,0.07,32.95,1.77,-0.0,0.98
2230,0.22,0.08,29.2,2.06,-0.0,0.98
2231,0.22,0.09,26.24,2.34,-0.0,0.97
2232,0.22,0.1,23.86,2.63,-0.0,0.97
2233,0.22,0.11,21.89,2.9,-0.0,0.97
2234,0.22,0.12,20.24,3.18,-0.0,0.97
2235,0.22,0.13,18.83,3.45,-0.0,0.97
2236,0.22,0.14,17.62,3.71,-0.0,0.96
2237,0.22,0.15,16.57,3.97,-0.0,0.96
2238,0.22,0.16,15.64,4.24,-0.0,0.96
2239,0.22,0.17,14.83,4.5,-0.0,0.96
2240,0.22,0.18,14.1,4.75,-0.0,0.96
2241,0.22,0.19,13.46,5.01,-0.0,0.96
2242,0.22,0.2,12.87,5.27,-0.0,0.96
2243,0.22,0.21,12.35,5.53,-0.0,0.96
2244,0.22,0.22,11.87,5.78,-0.0,0.95
2245,0.22,0.23,11.44,6.04,-0.0,0.95
2246,0.22,0.24,11.05,6.3,-0.0,0.95
2247,0.22,0.25,10.69,6.57,-0.0,0.95
2248,0.22,0.26,10.37,6.84,-0.0,0.95
2249,0.22,0.27,10.07,7.11,-0.0,0.95
2250,0.22,0.28,9.8,7.39,-0.0,0.95
2251,0.22,0.29,9.55,7.67,-0.0,0.95
2252,0.22,0.3,9.33,7.96,-0.0,0.95
2253,0.22,0.31,9.13,8.25,-0.0,0.95
2254,0.22,0.32,8.95,8.56,-0.0,0.94
2255,0.22,0.33,8.79,8.88,-0.0,0.94
2256,0.22,0.34,8.66,9.21,-0.0,0.94
2257,0.22,0.35000000000000003,8.55,9.55,-0.0,0.94
2258,0.22,0.36,8.47,9.91,-0.0,0.94
2259,0.22,0.37,8.42,10.29,-0.0,0.94
2260,0.22,0.38,8.41,10.69,-0.0,0.94
2261,0.22,0.39,8.46,11.1,-0.0,0.93
2262,0.22,0.4,8.58,11.53,-0.0,0.93
2263,0.22,0.41000000000000003,8.83,11.96,-0.0,0.93
